CQD1,CQD2,CQD3,CQD4,CQD5,CQD6,CQD7,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Batch,Operator,Concentration
97.14303589,97.21468353,96.65190125,96.89524078,97.80118561,97.26161194,97.44670868,88.50037384,87.76570892,88.11788177,88.34944153,88.65577698,88.41555786,87.06744385,B,Operator 1,1ppb
107.3441696,108.6694946,108.0731583,107.2425995,107.0320969,107.3421173,107.0018234,99.1318512,97.58502197,97.93330383,98.00964355,98.13690186,99.36454773,98.42868042,B,Operator 1,1ppb
121.8064957,122.7512512,122.3258362,121.7158737,122.7367706,121.6478806,122.2125778,111.5775528,110.9810944,110.3292847,110.4881668,110.8690872,111.6993408,110.5539169,B,Operator 1,1ppb
137.2939453,136.7166595,136.4615326,137.8088531,138.0187378,136.6919708,136.0635223,124.8198929,125.0950546,124.365921,124.5108261,123.7954636,124.0132294,126.1695328,B,Operator 1,1ppb
156.6759949,155.9741058,155.8274689,154.8113251,155.5244141,155.0046387,156.0044861,140.8782959,138.8162231,141.9438171,140.2664337,139.9748993,139.8280487,140.0403137,B,Operator 1,1ppb
170.5598755,168.9699707,170.3139191,169.4949493,171.2656097,169.4307098,170.1707611,154.5169525,155.3270874,154.2164917,155.7532501,155.276123,154.0294189,153.4180756,B,Operator 1,1ppb
189.4838104,190.4346771,190.4169769,189.1921539,190.3861237,189.5796051,189.7642365,173.6765442,173.3459167,171.9091034,172.1347656,172.0002594,171.669632,171.3252869,B,Operator 1,1ppb
207.4810333,208.281723,208.9105377,207.9083099,207.9094238,207.0639038,207.7616577,189.2901154,188.5671234,189.1879578,187.4170227,189.2413788,188.8102264,188.1562653,B,Operator 1,1ppb
232.8288116,232.3959656,232.8895111,233.4582367,233.217804,231.3305664,233.5401306,213.6458435,210.9753418,210.8771057,211.2213745,209.7869568,211.4479828,209.4951782,B,Operator 1,1ppb
256.0150757,256.7310486,257.0628357,257.6816101,257.1898193,258.614624,256.1103821,233.7770386,232.768158,233.4121399,233.3688049,231.0674744,233.7634277,232.6519165,B,Operator 1,1ppb
280.7406921,282.8763123,282.7557678,279.9325256,279.4275513,281.460968,280.806427,253.8586273,253.9466858,253.911438,254.5211639,254.0102844,256.2280273,253.0630188,B,Operator 1,1ppb
304.5800476,306.3399658,305.072937,304.197876,306.0993042,303.6687012,303.6504822,276.5132141,277.0897827,275.7500916,276.1940002,274.3979187,274.9964905,276.5973816,B,Operator 1,1ppb
333.4690247,335.6567688,334.47052,330.4010925,332.8935242,333.7671814,335.2108459,304.4724426,304.1489258,304.5028076,303.653656,301.1957092,304.6422119,301.890564,B,Operator 1,1ppb
359.8061829,358.2139587,362.8224792,363.9571838,360.9576416,356.3892212,359.7971497,327.9360046,326.6693115,325.8823853,327.2305603,326.7068176,326.0268555,327.4126892,B,Operator 1,1ppb
396.0889587,393.8814392,393.6517029,392.5523987,391.8108826,394.0131226,390.7058411,356.0790405,354.4930115,356.8202209,354.5693359,354.7563477,356.9454041,353.457489,B,Operator 1,1ppb
416.0108948,420.5151672,414.8259277,418.1171875,417.8108826,416.8700256,417.1712952,381.4278564,378.4534607,378.413269,376.702301,378.463501,377.7224731,379.2262268,B,Operator 1,1ppb
452.184967,448.7776184,450.8011475,448.6298523,451.7543945,447.8689575,445.6438904,409.009552,407.1464233,406.4262695,408.546936,409.1659546,406.8995056,407.4778748,B,Operator 1,1ppb
