CQD1,CQD2,CQD3,CQD4,CQD5,CQD6,CQD7,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Batch,Operator,Concentration
789.614502,790.2199707,788.9087524,788.1167603,787.0584106,787.1221313,787.2347412,717.7124634,720.6815186,718.6347656,720.3242188,721.4310303,724.9976807,727.4681396,B,Operator 1,1pM Pb
43.56354904,44.23122787,43.43884277,43.70703888,44.08283615,43.51144028,43.26657104,39.97596741,40.4492569,40.22896194,40.60771561,40.95343018,39.95864105,40.75555801,B,Operator 1,1pM Pb
161.2278595,162.2098389,164.0865326,162.3597412,162.1604767,162.4066772,164.1308136,148.3397675,147.7292175,147.854599,149.2023773,150.0837708,149.9414368,149.808136,B,Operator 1,1pM Pb
191.750824,191.2952423,191.8108215,192.6227722,190.6094513,191.7277985,192.7547455,175.5967102,176.7157898,177.7008972,176.5798645,176.5461578,176.8932037,175.8569946,B,Operator 1,1pM Pb
258.50177,257.6131592,255.4433289,257.1305542,260.0965881,257.6228027,257.8006592,236.4476624,237.2069244,236.6538849,238.5493011,238.031723,238.4837341,239.5696716,B,Operator 1,1pM Pb
111.296524,110.9419479,111.298111,109.4199295,111.5410004,110.653595,109.8694763,101.0169907,100.9278488,100.6411591,101.6730804,101.9847183,102.6288986,101.3673019,B,Operator 1,1pM Pb
100.8192368,99.67208862,100.4373779,100.0434189,99.75209808,99.14506531,98.81504059,92.0526123,90.68251038,91.08099365,91.32293701,92.92474365,91.07728577,91.81676483,B,Operator 1,1pM Pb
119.9826584,119.3969269,118.7335129,119.030571,120.3223267,118.2335968,118.3190308,108.5226135,109.6715546,109.21241,110.2426071,108.7932892,110.602272,110.0884247,B,Operator 1,1pM Pb
31.36754799,32.46938705,31.83880424,31.55529213,31.89464378,31.22062874,31.08743477,29.64391899,29.05003548,28.57008743,28.89680862,29.10227203,28.5537014,28.43601799,B,Operator 1,1pM Pb
27.21099091,27.46469879,27.06637383,27.19003868,27.09202766,26.93355179,27.38610077,24.73275757,24.92939377,25.54599953,24.77079964,24.66959,24.94000435,25.50180817,B,Operator 1,1pM Pb
80.27642059,79.36338806,80.32751465,80.81677246,81.86472321,80.40940094,80.92855072,73.44745636,73.57441711,73.78625488,74.15909576,73.81165314,74.49847412,73.83602905,B,Operator 1,1pM Pb
